undefinedin,victory_percentage,loose_percentage,split_percentage
2c2h,Jc7d,51,48,1
2c2h,Jc7h,50,48,2
2c2h,Jc7c,48,50,2
2c2h,Jc6s,52,47,1
2c2h,Jc6d,52,47,1
2c2h,Jc6h,51,47,2
2c2h,Jc6c,49,49,2
2c2h,Jc5s,52,46,2
2c2h,Jc5d,52,47,1
2c2h,Jc5h,52,47,1
2c2h,Jc5c,50,49,1
2c2h,Jc4s,52,46,2
2c2h,Jc4d,52,46,2
2c2h,Jc4h,52,47,1
2c2h,Jc4c,50,49,1
2c2h,Jc3s,53,46,1
2c2h,Jc3d,53,46,1
2c2h,Jc3h,52,46,2
2c2h,Jc3c,50,48,2
2c2h,Jc2s,65,32,3
2c2h,Jc2d,65,32,3
2c2h,JhJc,17,82,1
2c2h,JhJd,18,82,0
2c2h,JhJs,18,82,0
2c2h,JhTc,48,51,1
2c2h,JhTh,46,53,1
2c2h,JhTd,48,51,1
2c2h,JhTs,48,51,1
2c2h,Jh9s,49,50,1
2c2h,Jh9c,48,50,2
2c2h,Jh9h,47,52,1
2c2h,Jh9d,49,50,1
2c2h,Jh8s,50,49,1
2c2h,Jh8d,50,49,1
2c2h,Jh8h,47,51,2
2c2h,Jh8c,49,49,2
2c2h,Jh7s,51,48,1
2c2h,Jh7d,50,48,2
2c2h,Jh7h,48,51,1
2c2h,Jh7c,50,48,2
2c2h,Jh6s,52,47,1
2c2h,Jh6d,52,47,1
2c2h,Jh6h,50,49,1
2c2h,Jh6c,52,47,1
2c2h,Jh5s,52,47,1
2c2h,Jh5d,52,46,2
2c2h,Jh5h,50,49,1
2c2h,Jh5c,52,47,1
2c2h,Jh4s,52,46,2
2c2h,Jh4d,52,46,2
2c2h,Jh4h,50,49,1
2c2h,Jh4c,52,47,1
2c2h,Jh3s,52,46,2
2c2h,Jh3d,53,46,1
2c2h,Jh3h,50,48,2
2c2h,Jh3c,52,46,2
2c2h,Jh2s,65,32,3
2c2h,Jh2d,65,32,3
2c2h,JdJc,18,82,0
2c2h,JdJh,18,82,0
2c2h,JdJs,19,81,0
2c2h,JdTc,48,51,1
2c2h,JdTh,47,51,2
2c2h,JdTd,45,53,2
2c2h,JdTs,48,51,1
2c2h,Jd9s,50,49,1
2c2h,Jd9c,49,50,1
2c2h,Jd9h,49,50,1
2c2h,Jd9d,46,52,2
2c2h,Jd8s,50,48,2
2c2h,Jd8d,47,51,2
2c2h,Jd8h,50,49,1
2c2h,Jd8c,50,49,1
2c2h,Jd7s,51,48,1
2c2h,Jd7d,48,51,1
2c2h,Jd7h,50,48,2
2c2h,Jd7c,51,48,1
2c2h,Jd6s,52,46,2
2c2h,Jd6d,49,49,2
2c2h,Jd6h,52,47,1
2c2h,Jd6c,52,47,1
2c2h,Jd5s,53,46,1
2c2h,Jd5d,49,49,2
2c2h,Jd5h,52,46,2
2c2h,Jd5c,52,47,1
2c2h,Jd4s,53,46,1
2c2h,Jd4d,49,49,2
2c2h,Jd4h,52,47,1
2c2h,Jd4c,52,46,2
2c2h,Jd3s,53,45,2
2c2h,Jd3d,50,49,1
2c2h,Jd3h,52,46,2
2c2h,Jd3c,52,46,2
2c2h,Jd2s,66,31,3
2c2h,Jd2d,62,36,2
2c2h,JsJc,18,82,0
2c2h,JsJh,18,82,0
2c2h,JsJd,18,81,1
2c2h,JsTc,48,51,1
2c2h,JsTh,48,51,1
2c2h,JsTd,48,51,1
2c2h,JsTs,45,53,2
2c2h,Js9s,46,52,2
2c2h,Js9c,49,50,1
2c2h,Js9h,49,50,1
2c2h,Js9d,50,49,1
2c2h,Js8s,48,51,1
2c2h,Js8d,50,49,1
2c2h,Js8h,50,49,1
2c2h,Js8c,50,49,1
2c2h,Js7s,48,51,1
2c2h,Js7d,51,48,1
2c2h,Js7h,51,48,1
2c2h,Js7c,50,48,2
2c2h,Js6s,49,50,1
2c2h,Js6d,52,46,2
2c2h,Js6h,52,47,1
2c2h,Js6c,52,47,1
2c2h,Js5s,49,49,2
2c2h,Js5d,53,46,1
2c2h,Js5h,52,46,2
2c2h,Js5c,52,47,1
2c2h,Js4s,50,49,1
2c2h,Js4d,53,46,1
2c2h,Js4h,52,46,2
2c2h,Js4c,52,46,2
2c2h,Js3s,50,49,1
2c2h,Js3d,53,46,1
2c2h,Js3h,53,46,1
2c2h,Js3c,53,46,1
2c2h,Js2s,61,36,3
2c2h,Js2d,65,32,3
2c2h,TcTh,17,82,1
2c2h,TcTd,18,82,0
2c2h,TcTs,18,82,0
2c2h,Tc9s,48,50,2
2c2h,Tc9c,46,53,1
2c2h,Tc9h,47,51,2
2c2h,Tc9d,48,50,2
2c2h,Tc8s,48,50,2
2c2h,Tc8d,49,50,1
2c2h,Tc8h,48,50,2
2c2h,Tc8c,46,52,2
2c2h,Tc7s,49,49,2
2c2h,Tc7d,49,49,2
2c2h,Tc7h,49,49,2
2c2h,Tc7c,47,51,2
2c2h,Tc6s,51,47,2
2c2h,Tc6d,50,48,2
2c2h,Tc6h,50,48,2
2c2h,Tc6c,48,50,2
2c2h,Tc5s,52,46,2
2c2h,Tc5d,52,46,2
2c2h,Tc5h,51,47,2
2c2h,Tc5c,50,48,2
2c2h,Tc4s,52,46,2
2c2h,Tc4d,52,46,2
2c2h,Tc4h,51,47,2
2c2h,Tc4c,50,49,1
2c2h,Tc3s,52,46,2
2c2h,Tc3d,52,46,2
2c2h,Tc3h,52,46,2
2c2h,Tc3c,50,48,2
2c2h,Tc2s,65,31,4
2c2h,Tc2d,64,32,4
2c2h,ThTc,17,82,1
2c2h,ThTd,18,82,0
2c2h,ThTs,18,82,0
2c2h,Th9s,48,50,2
2c2h,Th9c,47,51,2
2c2h,Th9h,46,53,1
2c2h,Th9d,47,51,2
2c2h,Th8s,49,50,1
2c2h,Th8d,49,50,1
2c2h,Th8h,47,52,1
2c2h,Th8c,48,50,2
2c2h,Th7s,49,49,2
2c2h,Th7d,49,49,2
2c2h,Th7h,47,51,2
2c2h,Th7c,49,49,2
2c2h,Th6s,51,48,1
2c2h,Th6d,51,48,1
2c2h,Th6h,48,50,2
2c2h,Th6c,50,48,2
2c2h,Th5s,52,46,2
2c2h,Th5d,52,46,2
2c2h,Th5h,50,49,1
2c2h,Th5c,51,47,2
2c2h,Th4s,52,46,2
2c2h,Th4d,52,46,2
2c2h,Th4h,50,49,1
2c2h,Th4c,51,47,2
2c2h,Th3s,52,46,2
2c2h,Th3d,52,46,2
2c2h,Th3h,50,49,1
2c2h,Th3c,52,46,2
2c2h,Th2s,65,32,3
2c2h,Th2d,65,32,3
2c2h,TdTc,18,82,0
2c2h,TdTh,18,82,0
2c2h,TdTs,19,81,0
2c2h,Td9s,48,50,2
2c2h,Td9c,48,51,1
2c2h,Td9h,48,50,2
2c2h,Td9d,45,53,2
2c2h,Td8s,49,49,2
2c2h,Td8d,46,52,2
2c2h,Td8h,48,50,2
2c2h,Td8c,48,50,2
2c2h,Td7s,50,48,2
2c2h,Td7d,47,51,2
2c2h,Td7h,49,49,2
2c2h,Td7c,49,49,2
2c2h,Td6s,51,47,2
2c2h,Td6d,48,50,2
2c2h,Td6h,51,47,2
2c2h,Td6c,51,48,1
2c2h,Td5s,52,46,2
2c2h,Td5d,49,49,2
2c2h,Td5h,52,46,2
2c2h,Td5c,52,46,2
2c2h,Td4s,52,46,2
2c2h,Td4d,49,49,2
2c2h,Td4h,52,46,2
2c2h,Td4c,52,46,2
2c2h,Td3s,52,46,2
2c2h,Td3d,49,49,2
2c2h,Td3h,52,46,2
2c2h,Td3c,52,46,2
2c2h,Td2s,65,31,4
2c2h,Td2d,61,36,3
2c2h,TsTc,18,82,0
2c2h,TsTh,18,81,1
2c2h,TsTd,18,81,1
2c2h,Ts9s,45,53,2
2c2h,Ts9c,48,51,1
2c2h,Ts9h,48,51,1
2c2h,Ts9d,48,50,2
2c2h,Ts8s,46,52,2
2c2h,Ts8d,49,49,2
2c2h,Ts8h,49,49,2
2c2h,Ts8c,49,49,2
2c2h,Ts7s,47,51,2
2c2h,Ts7d,50,49,1
2c2h,Ts7h,49,49,2
2c2h,Ts7c,50,49,1
2c2h,Ts6s,48,50,2
2c2h,Ts6d,51,47,2
2c2h,Ts6h,51,48,1
2c2h,Ts6c,50,48,2
2c2h,Ts5s,49,49,2
2c2h,Ts5d,52,46,2
2c2h,Ts5h,52,46,2
2c2h,Ts5c,52,46,2
2c2h,Ts4s,49,49,2
2c2h,Ts4d,52,46,2
2c2h,Ts4h,52,46,2
2c2h,Ts4c,52,46,2
2c2h,Ts3s,49,49,2
2c2h,Ts3d,53,45,2
2c2h,Ts3h,52,46,2
2c2h,Ts3c,52,46,2
2c2h,Ts2s,61,36,3
2c2h,Ts2d,65,32,3
2c2h,9s9c,18,81,1
2c2h,9s9h,18,81,1
2c2h,9s9d,19,81,0
2c2h,9s8s,46,52,2
2c2h,9s8d,48,50,2
2c2h,9s8h,48,50,2
2c2h,9s8c,48,50,2
2c2h,9s7s,46,52,2
2c2h,9s7d,49,49,2
2c2h,9s7h,48,49,3
2c2h,9s7c,49,49,2
2c2h,9s6s,47,51,2
2c2h,9s6d,50,48,2
2c2h,9s6h,50,48,2
2c2h,9s6c,50,48,2
2c2h,9s5s,49,49,2
2c2h,9s5d,52,46,2
2c2h,9s5h,51,47,2
2c2h,9s5c,51,47,2
2c2h,9s4s,50,48,2
2c2h,9s4d,52,45,3
2c2h,9s4h,52,46,2
2c2h,9s4c,52,46,2
2c2h,9s3s,50,48,2
2c2h,9s3d,53,45,2
2c2h,9s3h,52,46,2
2c2h,9s3c,52,45,3
2c2h,9s2s,61,35,4
2c2h,9s2d,65,31,4
2c2h,9c9s,18,82,0
2c2h,9c9h,17,82,1
2c2h,9c9d,18,81,1
2c2h,9c8s,48,50,2
2c2h,9c8d,48,50,2
2c2h,9c8h,47,51,2
2c2h,9c8c,46,52,2
2c2h,9c7s,49,49,2
2c2h,9c7d,48,50,2
2c2h,9c7h,48,50,2
2c2h,9c7c,46,52,2
2c2h,9c6s,50,48,2
2c2h,9c6d,50,48,2
2c2h,9c6h,49,48,3
2c2h,9c6c,48,50,2
2c2h,9c5s,51,47,2
2c2h,9c5d,51,47,2
2c2h,9c5h,51,47,2
2c2h,9c5c,49,49,2
2c2h,9c4s,52,45,3
2c2h,9c4d,52,46,2
2c2h,9c4h,52,46,2
2c2h,9c4c,50,48,2
2c2h,9c3s,52,46,2
2c2h,9c3d,52,45,3
2c2h,9c3h,52,46,2
2c2h,9c3c,50,48,2
2c2h,9c2s,65,31,4
2c2h,9c2d,65,32,3
2c2h,9h9s,18,81,1
2c2h,9h9c,17,82,1
2c2h,9h9d,18,81,1
2c2h,9h8s,48,50,2
2c2h,9h8d,48,50,2
2c2h,9h8h,46,52,2
2c2h,9h8c,47,51,2
2c2h,9h7s,49,49,2
2c2h,9h7d,48,50,2
2c2h,9h7h,47,51,2
2c2h,9h7c,48,50,2
2c2h,9h6s,50,48,2
2c2h,9h6d,50,48,2
2c2h,9h6h,48,50,2
2c2h,9h6c,49,48,3
2c2h,9h5s,51,47,2
2c2h,9h5d,51,47,2
2c2h,9h5h,48,49,3
2c2h,9h5c,51,47,2
2c2h,9h4s,52,46,2
2c2h,9h4d,52,46,2
2c2h,9h4h,50,48,2
2c2h,9h4c,52,46,2
2c2h,9h3s,52,46,2
2c2h,9h3d,52,45,3
2c2h,9h3h,50,48,2
2c2h,9h3c,52,46,2
2c2h,9h2s,65,31,4
2c2h,9h2d,65,31,4
2c2h,9d9s,18,81,1
2c2h,9d9c,18,81,1
2c2h,9d9h,18,81,1
2c2h,9d8s,48,50,2
2c2h,9d8d,45,53,2
2c2h,9d8h,48,50,2
2c2h,9d8c,48,50,2
2c2h,9d7s,49,49,2
2c2h,9d7d,46,52,2
2c2h,9d7h,49,49,2
2c2h,9d7c,49,49,2
2c2h,9d6s,50,48,2
2c2h,9d6d,47,51,2
2c2h,9d6h,50,48,2
2c2h,9d6c,49,48,3
2c2h,9d5s,51,46,3
2c2h,9d5d,49,49,2
2c2h,9d5h,51,47,2
2c2h,9d5c,51,47,2
2c2h,9d4s,53,45,2
2c2h,9d4d,50,48,2
2c2h,9d4h,52,45,3
2c2h,9d4c,52,46,2
2c2h,9d3s,53,45,2
2c2h,9d3d,49,48,3
2c2h,9d3h,52,45,3
2c2h,9d3c,52,45,3
2c2h,9d2s,65,31,4
2c2h,9d2d,61,35,4
2c2h,8s8d,19,81,0
2c2h,8s8h,18,81,1
2c2h,8s8c,18,81,1
2c2h,8s7s,45,53,2
2c2h,8s7d,48,49,3
2c2h,8s7h,47,50,3
2c2h,8s7c,48,50,2
2c2h,8s6s,47,51,2
2c2h,8s6d,50,48,2
2c2h,8s6h,49,49,2
2c2h,8s6c,49,49,2
2c2h,8s5s,48,50,2
2c2h,8s5d,51,47,2
2c2h,8s5h,50,47,3
2c2h,8s5c,50,47,3
2c2h,8s4s,49,49,2
2c2h,8s4d,52,46,2
2c2h,8s4h,51,46,3
2c2h,8s4c,51,46,3
2c2h,8s3s,50,48,2
2c2h,8s3d,53,44,3
2c2h,8s3h,53,45,2
2c2h,8s3c,53,45,2
2c2h,8s2s,61,35,4
2c2h,8s2d,65,31,4
2c2h,8d8s,18,81,1
2c2h,8d8h,18,81,1
2c2h,8d8c,18,81,1
2c2h,8d7s,48,49,3
2c2h,8d7d,45,52,3
2c2h,8d7h,47,50,3
2c2h,8d7c,48,50,2
2c2h,8d6s,50,48,2
2c2h,8d6d,46,51,3
2c2h,8d6h,49,49,2
2c2h,8d6c,49,49,2
2c2h,8d5s,51,47,2
2c2h,8d5d,48,50,2
2c2h,8d5h,50,47,3
2c2h,8d5c,50,47,3
2c2h,8d4s,52,46,2
2c2h,8d4d,49,49,2
2c2h,8d4h,51,46,3
2c2h,8d4c,52,46,2
2c2h,8d3s,53,44,3
2c2h,8d3d,50,47,3
2c2h,8d3h,52,45,3
2c2h,8d3c,53,45,2
2c2h,8d2s,65,31,4
2c2h,8d2d,61,35,4
2c2h,8h8s,18,81,1
2c2h,8h8d,18,81,1
2c2h,8h8c,17,82,1
2c2h,8h7s,48,50,2
2c2h,8h7d,48,50,2
2c2h,8h7h,46,52,2
2c2h,8h7c,47,50,3
2c2h,8h6s,49,48,3
2c2h,8h6d,49,49,2
2c2h,8h6h,47,51,2
2c2h,8h6c,49,49,2
2c2h,8h5s,50,47,3
2c2h,8h5d,50,47,3
2c2h,8h5h,48,50,2
2c2h,8h5c,50,47,3
2c2h,8h4s,52,46,2
2c2h,8h4d,51,46,3
2c2h,8h4h,49,48,3
2c2h,8h4c,51,46,3
2c2h,8h3s,53,45,2
2c2h,8h3d,53,45,2
2c2h,8h3h,50,48,2
2c2h,8h3c,52,45,3
2c2h,8h2s,65,31,4
2c2h,8h2d,65,31,4
2c2h,8c8s,18,81,1
2c2h,8c8d,18,81,1
2c2h,8c8h,17,82,1
2c2h,8c7s,48,50,2
2c2h,8c7d,48,50,2
2c2h,8c7h,47,50,3
2c2h,8c7c,45,52,3
2c2h,8c6s,49,49,2
2c2h,8c6d,49,48,3
2c2h,8c6h,48,49,3
2c2h,8c6c,47,51,2
2c2h,8c5s,50,47,3
2c2h,8c5d,50,47,3
2c2h,8c5h,50,48,2
2c2h,8c5c,48,50,2
2c2h,8c4s,52,46,2
2c2h,8c4d,51,46,3
2c2h,8c4h,51,47,2
2c2h,8c4c,49,49,2
2c2h,8c3s,53,45,2
2c2h,8c3d,53,45,2
2c2h,8c3h,52,45,3
2c2h,8c3c,50,47,3
2c2h,8c2s,65,31,4
2c2h,8c2d,65,31,4
2c2h,7s7d,18,80,2
2c2h,7s7h,17,81,2
2c2h,7s7c,18,81,1
2c2h,7s6s,45,52,3
2c2h,7s6d,48,49,3
2c2h,7s6h,48,50,2
2c2h,7s6c,47,50,3
2c2h,7s5s,46,51,3
2c2h,7s5d,49,48,3
2c2h,7s5h,49,48,3
2c2h,7s5c,49,48,3
2c2h,7s4s,48,50,2
2c2h,7s4d,51,47,2
2c2h,7s4h,50,47,3
2c2h,7s4c,50,47,3
2c2h,7s3s,49,49,2
2c2h,7s3d,52,45,3
2c2h,7s3h,51,46,3
2c2h,7s3c,51,46,3
2c2h,7s2s,62,34,4
2c2h,7s2d,65,31,4
2c2h,7d7s,18,80,2
2c2h,7d7h,18,81,1
2c2h,7d7c,17,81,2
2c2h,7d6s,48,49,3
2c2h,7d6d,45,52,3
2c2h,7d6h,47,50,3
2c2h,7d6c,48,50,2
2c2h,7d5s,49,48,3
2c2h,7d5d,46,51,3
2c2h,7d5h,49,48,3
2c2h,7d5c,49,48,3
2c2h,7d4s,50,47,3
2c2h,7d4d,47,50,3
2c2h,7d4h,50,47,3
2c2h,7d4c,50,47,3
2c2h,7d3s,52,45,3
2c2h,7d3d,48,49,3
2c2h,7d3h,51,46,3
2c2h,7d3c,51,46,3
2c2h,7d2s,65,30,5
2c2h,7d2d,61,35,4
2c2h,7h7s,17,81,2
2c2h,7h7d,17,81,2
2c2h,7h7c,17,82,1
2c2h,7h6s,48,49,3
2c2h,7h6d,48,49,3
2c2h,7h6h,45,52,3
2c2h,7h6c,47,50,3
2c2h,7h5s,49,48,3
2c2h,7h5d,48,49,3
2c2h,7h5h,47,50,3
2c2h,7h5c,48,49,3
2c2h,7h4s,50,47,3
2c2h,7h4d,50,47,3
2c2h,7h4h,48,49,3
2c2h,7h4c,49,48,3
2c2h,7h3s,51,46,3
2c2h,7h3d,52,46,2
2c2h,7h3h,49,48,3
2c2h,7h3c,51,46,3
2c2h,7h2s,65,31,4
2c2h,7h2d,65,31,4
2c2h,7c7s,17,81,2
2c2h,7c7d,17,81,2
2c2h,7c7h,17,82,1
2c2h,7c6s,48,49,3
2c2h,7c6d,48,50,2
2c2h,7c6h,47,50,3
2c2h,7c6c,46,52,2
2c2h,7c5s,49,48,3
2c2h,7c5d,49,48,3
2c2h,7c5h,48,49,3
2c2h,7c5c,47,51,2
2c2h,7c4s,50,47,3
2c2h,7c4d,50,47,3
2c2h,7c4h,49,48,3
2c2h,7c4c,48,49,3
2c2h,7c3s,52,46,2
2c2h,7c3d,51,46,3
2c2h,7c3h,51,46,3
2c2h,7c3c,49,48,3
2c2h,7c2s,65,30,5
2c2h,7c2d,65,31,4
2c2h,6s6d,18,80,2
2c2h,6s6h,18,80,2
2c2h,6s6c,18,80,2
2c2h,6s5s,46,51,3
2c2h,6s5d,49,48,3
2c2h,6s5h,49,48,3
2c2h,6s5c,49,48,3
2c2h,6s4s,47,50,3
2c2h,6s4d,50,46,4
2c2h,6s4h,50,47,3
2c2h,6s4c,50,47,3
2c2h,6s3s,48,48,4
2c2h,6s3d,52,45,3
2c2h,6s3h,51,46,3
2c2h,6s3c,51,45,4
2c2h,6s2s,61,35,4
2c2h,6s2d,64,31,5
2c2h,6d6s,18,80,2
2c2h,6d6h,18,80,2
2c2h,6d6c,17,81,2
2c2h,6d5s,50,47,3
2c2h,6d5d,46,51,3
2c2h,6d5h,49,48,3
2c2h,6d5c,49,48,3
2c2h,6d4s,50,46,4
2c2h,6d4d,47,50,3
2c2h,6d4h,50,47,3
2c2h,6d4c,50,47,3
2c2h,6d3s,52,45,3
2c2h,6d3d,49,48,3
2c2h,6d3h,51,45,4
2c2h,6d3c,51,46,3
2c2h,6d2s,65,31,4
2c2h,6d2d,60,35,5
2c2h,6h6s,17,81,2
2c2h,6h6d,17,81,2
2c2h,6h6c,17,81,2
2c2h,6h5s,49,48,3
2c2h,6h5d,49,48,3
2c2h,6h5h,46,50,4
2c2h,6h5c,48,48,4
2c2h,6h4s,50,47,3
2c2h,6h4d,50,47,3
2c2h,6h4h,48,49,3
2c2h,6h4c,49,48,3
2c2h,6h3s,51,46,3
2c2h,6h3d,51,46,3
2c2h,6h3h,49,48,3
2c2h,6h3c,51,46,3
2c2h,6h2s,64,31,5
2c2h,6h2d,64,32,4
2c2h,6c6s,17,80,3
2c2h,6c6d,17,81,2
2c2h,6c6h,17,81,2
2c2h,6c5s,49,48,3
2c2h,6c5d,49,48,3
2c2h,6c5h,48,49,3
2c2h,6c5c,47,50,3
2c2h,6c4s,50,47,3
2c2h,6c4d,50,47,3
2c2h,6c4h,49,47,4
2c2h,6c4c,48,49,3
2c2h,6c3s,51,46,3
2c2h,6c3d,51,46,3
2c2h,6c3h,50,46,4
2c2h,6c3c,49,48,3
2c2h,6c2s,64,31,5
2c2h,6c2d,64,32,4
2c2h,5s5d,18,80,2
2c2h,5s5h,17,80,3
2c2h,5s5c,17,80,3
2c2h,5s4s,47,50,3
2c2h,5s4d,50,47,3
2c2h,5s4h,49,47,4
2c2h,5s4c,49,47,4
2c2h,5s3s,48,48,4
2c2h,5s3d,51,45,4
2c2h,5s3h,50,46,4
2c2h,5s3c,50,46,4
2c2h,5s2s,59,36,5
2c2h,5s2d,63,32,5
2c2h,5d5s,18,79,3
2c2h,5d5h,17,80,3
2c2h,5d5c,17,80,3
2c2h,5d4s,50,47,3
2c2h,5d4d,46,50,4
2c2h,5d4h,49,47,4
2c2h,5d4c,49,47,4
2c2h,5d3s,51,45,4
2c2h,5d3d,48,48,4
2c2h,5d3h,51,46,3
2c2h,5d3c,50,46,4
2c2h,5d2s,63,32,5
2c2h,5d2d,59,36,5
2c2h,5h5s,17,80,3
2c2h,5h5d,17,80,3
2c2h,5h5c,16,81,3
2c2h,5h4s,49,47,4
2c2h,5h4d,49,47,4
2c2h,5h4h,47,49,4
2c2h,5h4c,49,48,3
2c2h,5h3s,50,46,4
2c2h,5h3d,51,46,3
2c2h,5h3h,48,48,4
2c2h,5h3c,50,46,4
2c2h,5h2s,62,32,6
2c2h,5h2d,63,32,5
2c2h,5c5s,17,80,3
2c2h,5c5d,17,80,3
2c2h,5c5h,16,81,3
2c2h,5c4s,49,47,4
2c2h,5c4d,49,47,4
2c2h,5c4h,49,48,3
2c2h,5c4c,47,50,3
2c2h,5c3s,50,46,4
2c2h,5c3d,50,46,4
2c2h,5c3h,50,46,4
2c2h,5c3c,48,48,4
2c2h,5c2s,63,32,5
2c2h,5c2d,62,32,6
2c2h,4s4d,18,79,3
2c2h,4s4h,17,79,4
2c2h,4s4c,17,79,4
2c2h,4s3s,48,48,4
2c2h,4s3d,51,45,4
2c2h,4s3h,51,45,4
2c2h,4s3c,51,45,4
2c2h,4s2s,60,35,5
2c2h,4s2d,63,31,6
2c2h,4d4s,18,78,4
2c2h,4d4h,17,79,4
2c2h,4d4c,17,79,4
2c2h,4d3s,51,45,4
2c2h,4d3d,48,48,4
2c2h,4d3h,51,45,4
2c2h,4d3c,51,45,4
2c2h,4d2s,63,31,6
2c2h,4d2d,59,35,6
2c2h,4h4s,17,79,4
2c2h,4h4d,17,79,4
2c2h,4h4c,16,80,4
2c2h,4h3s,51,45,4
2c2h,4h3d,51,45,4
2c2h,4h3h,49,48,3
2c2h,4h3c,50,46,4
2c2h,4h2s,63,31,6
2c2h,4h2d,63,31,6
2c2h,4c4s,17,79,4
2c2h,4c4d,17,79,4
2c2h,4c4h,16,80,4
2c2h,4c3s,51,45,4
2c2h,4c3d,51,45,4
2c2h,4c3h,50,46,4
2c2h,4c3c,49,47,4
2c2h,4c2s,63,31,6
2c2h,4c2d,63,31,6
2c2h,3s3d,18,77,5
2c2h,3s3h,17,78,5
2c2h,3s3c,17,78,5
2c2h,3s2s,60,34,6
2c2h,3s2d,63,30,7
2c2h,3d3s,18,78,4
2c2h,3d3h,17,78,5
2c2h,3d3c,17,78,5
2c2h,3d2s,64,30,6
2c2h,3d2d,60,34,6
2c2h,3h3s,17,78,5
2c2h,3h3d,17,78,5
2c2h,3h3c,16,79,5
2c2h,3h2s,63,31,6
2c2h,3h2d,64,30,6
2c2h,3c3s,17,78,5
2c2h,3c3d,17,78,5
2c2h,3c3h,16,79,5
2c2h,3c2s,64,30,6
2c2h,3c2d,63,31,6
2c2h,2s2d,2,2,96
2c2h,2d2s,2,2,96
